Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The contingent effect of state participation on the dissolution of international joint ventures: A resource dependence approach","Journal of International Business Studies","","47","4","10.1057/jibs.2016.14","Alexander MohrChengang WangFernando Fastoso","2016","http://link.springer.com/article/10.1057/jibs.2016.14","Article"
"Cultural friction in leadership beliefs and foreign-invested enterprise survival","Journal of International Business Studies","","47","4","10.1057/jibs.2016.16","Pamela Tremain KochBradley KochTanya MenonOded Shenkar","2016","http://link.springer.com/article/10.1057/jibs.2016.16","Article"
"Do international investors enhance private firm value? Evidence from venture capital","Journal of International Business Studies","","47","3","10.1057/jibs.2015.46","Douglas CummingApril KnillKelsey Syvrud","2016","http://link.springer.com/article/10.1057/jibs.2015.46","Article"
"International knowledge brokerage and returnees’ entrepreneurial decisions","Journal of International Business Studies","","47","3","10.1057/jibs.2016.1","Daomi LinJiangyong LuXiaohui LiuXiru Zhang","2016","http://link.springer.com/article/10.1057/jibs.2016.1","Article"
"Effects of local legitimacy on certification decisions to global and national CSR standards by multinational subsidiaries and domestic firms","Journal of International Business Studies","","47","3","10.1057/jibs.2016.3","Bryan W HustedIvan MontielPetra Christmann","2016","http://link.springer.com/article/10.1057/jibs.2016.3","Article"
"The effects of within-country linguistic and religious diversity on foreign acquisitions","Journal of International Business Studies","","47","3","10.1057/jibs.2016.7","Douglas DowIlya R P CuypersGokhan Ertug","2016","http://link.springer.com/article/10.1057/jibs.2016.7","Article"
"How institutions matter for international business: Institutional distance effects vs institutional profile effects","Journal of International Business Studies","","47","3","10.1057/jibs.2016.2","André van HoornRobbert Maseland","2016","http://link.springer.com/article/10.1057/jibs.2016.2","Article"
"Monitor objectivity with important clients: Evidence from auditor opinions around the world","Journal of International Business Studies","","47","3","10.1057/jibs.2015.22","Simon Yu Kit FungGaoguang (Stephen) ZhouXindong (Kevin) Zhu","2016","http://link.springer.com/article/10.1057/jibs.2015.22","Article"
"Knowledge connectivity: An agenda for innovation research in international business","Journal of International Business Studies","","47","3","10.1057/jibs.2016.8","Marcelo Cano-KollmannJohn CantwellThomas J HanniganRam MudambiJaeyong Song","2016","http://link.springer.com/article/10.1057/jibs.2016.8","Article"
"National culture and privatization: The relationship between collectivism and residual state ownership","Journal of International Business Studies","","47","2","10.1057/jibs.2015.38","Narjess BoubakriOmrane GuedhamiChuck C Y KwokWalid Saffar","2016","http://link.springer.com/article/10.1057/jibs.2015.38","Article"
"Real economy effects of short-term equity ownership","Journal of International Business Studies","","47","2","10.1057/jibs.2015.41","John ThanassoulisBabak Somekh","2016","http://link.springer.com/article/10.1057/jibs.2015.41","Article"
"Task success based on contingency fit of managerial culture and embeddedness","Journal of International Business Studies","","47","2","10.1057/jibs.2015.45","Li MaAihua ChenZhi-Xue Zhang","2016","http://link.springer.com/article/10.1057/jibs.2015.45","Article"
"Work- and family-role adjustment of different types of global professionals: Scale development and validation","Journal of International Business Studies","","47","2","10.1057/jibs.2015.26","Margaret A ShafferB Sebastian ReicheMihaela DimitrovaMila LazarovaShoshi ChenMina WestmanOlivier Wurtz","2016","http://link.springer.com/article/10.1057/jibs.2015.26","Article"
"Choosing an appropriate alliance governance mode: The role of institutional, cultural and geographical distance in international research & development (R&D) collaborations","Journal of International Business Studies","","47","2","10.1057/jibs.2015.28","Jeongho ChoiFarok J Contractor","2016","http://link.springer.com/article/10.1057/jibs.2015.28","Article"
"Cultural differences and cross-border venture capital syndication","Journal of International Business Studies","","47","2","10.1057/jibs.2015.32","Na DaiRajarishi Nahata","2016","http://link.springer.com/article/10.1057/jibs.2015.32","Article"
"The JIBS 2015 Decade Award: Probing theoretically into Central and Eastern Europe: Transactions, resources, and institutions","Journal of International Business Studies","","47","1","10.1057/jibs.2015.31","John Cantwell","2016","http://link.springer.com/article/10.1057/jibs.2015.31","Article"
"Uncovering the complex relationships between political risk and MNE firm legitimacy: Insights from Libya","Journal of International Business Studies","","47","1","10.1057/jibs.2015.27","Izzet Sidki DarendeliT L Hill","2016","http://link.springer.com/article/10.1057/jibs.2015.27","Article"
"Building international business theory: A grounded theory approach","Journal of International Business Studies","","47","1","10.1057/jibs.2015.35","David M GligorCarol L EsmarkIsmail Gölgeci","2016","http://link.springer.com/article/10.1057/jibs.2015.35","Article"
"Meyer and Peng’s 2005 article as a foundation for an expanded and refined international business research agenda: Context, organizations, and theories","Journal of International Business Studies","","47","1","10.1057/jibs.2015.39","Tatiana KostovaG Tomas M Hult","2016","http://link.springer.com/article/10.1057/jibs.2015.39","Article"
"The liability of localness in innovation","Journal of International Business Studies","","47","1","10.1057/jibs.2015.24","C Annique Un","2016","http://link.springer.com/article/10.1057/jibs.2015.24","Article"
"Theoretical foundations of emerging economy business research","Journal of International Business Studies","","47","1","10.1057/jibs.2015.34","Klaus E MeyerMike W Peng","2016","http://link.springer.com/article/10.1057/jibs.2015.34","Article"
"A culture theory commentary on Meyer and Peng’s theoretical probe into Central and Eastern Europe","Journal of International Business Studies","","47","1","10.1057/jibs.2015.40","Mark F Peterson","2016","http://link.springer.com/article/10.1057/jibs.2015.40","Article"
"List of Reviewers for this Special Issue","Journal of International Business Studies","","46","9","10.1057/jibs.2015.37","","2015","http://link.springer.com/article/10.1057/jibs.2015.37","Article"
"Author Index","Journal of International Business Studies","","46","9","10.1057/jibs.2015.42","","2015","http://link.springer.com/article/10.1057/jibs.2015.42","Article"
"List of Guest Editors and Reviewers","Journal of International Business Studies","","46","9","10.1057/jibs.2015.29","","2015","http://link.springer.com/article/10.1057/jibs.2015.29","Article"
"Keyword Index","Journal of International Business Studies","","46","9","10.1057/jibs.2015.43","","2015","http://link.springer.com/article/10.1057/jibs.2015.43","Article"
"Mindscapes across landscapes: Archetypes of transnational and subnational culture","Journal of International Business Studies","","46","9","10.1057/jibs.2015.11","Sunil VenaikDavid F Midgley","2015","http://link.springer.com/article/10.1057/jibs.2015.11","Article"
"Values, schemas, and norms in the culture–behavior nexus: A situated dynamics framework","Journal of International Business Studies","","46","9","10.1057/jibs.2014.66","Kwok LeungMichael W Morris","2015","http://link.springer.com/article/10.1057/jibs.2014.66","Article"
"Conceptualizing and measuring culture in international business and management: From challenges to potential solutions","Journal of International Business Studies","","46","9","10.1057/jibs.2015.33","Dan V CaprarTimothy M DevinneyBradley L KirkmanPaula Caligiuri","2015","http://link.springer.com/article/10.1057/jibs.2015.33","Article"
"Cultural intelligence: A theory-based, short form measure","Journal of International Business Studies","","46","9","10.1057/jibs.2014.67","David C ThomasYuan LiaoZeynep AycanJean-Luc CerdinAndre A PekertiElizabeth C RavlinGünter K StahlMila B LazarovaHenry FockDenni ArliMiriam MoellerTyler G OkimotoFons van de Vijver","2015","http://link.springer.com/article/10.1057/jibs.2014.67","Article"
"The impact of ethno-linguistic fractionalization on cultural measures: Dynamics, endogeneity and modernization","Journal of International Business Studies","","46","9","10.1057/jibs.2015.6","John M Luiz","2015","http://link.springer.com/article/10.1057/jibs.2015.6","Article"
"Effect of exporter’s incentives on foreign distributor’s role performance","Journal of International Business Studies","","46","8","10.1057/jibs.2015.17","Claude ObadiaDaniel C BelloDavid I Gilliland","2015","http://link.springer.com/article/10.1057/jibs.2015.17","Article"
"Peer conformity, attention, and heterogeneous implementation of practices in MNEs","Journal of International Business Studies","","46","8","10.1057/jibs.2015.21","Rodolphe DurandAnne Jacqueminet","2015","http://link.springer.com/article/10.1057/jibs.2015.21","Article"
"Confirmation bias in individual-level perceptions of psychic distance: An experimental investigation","Journal of International Business Studies","","46","8","10.1057/jibs.2015.19","Daniel W BaackDouglas DowRonaldo ParenteDonald R Bacon","2015","http://link.springer.com/article/10.1057/jibs.2015.19","Article"
"The influence of governance infrastructure and corporate governance on profit shifting","Journal of International Business Studies","","46","8","10.1057/jibs.2015.23","Anish SugathanRejie George","2015","http://link.springer.com/article/10.1057/jibs.2015.23","Article"
"Labor market regulations and cross-border mergers and acquisitions","Journal of International Business Studies","","46","8","10.1057/jibs.2015.16","Azizjon Alimov","2015","http://link.springer.com/article/10.1057/jibs.2015.16","Article"
"Restriction of variance interaction effects and their importance for international business research","Journal of International Business Studies","","46","8","10.1057/jibs.2015.30","Jose M CortinaTine KöhlerBo Bernhard Nielsen","2015","http://link.springer.com/article/10.1057/jibs.2015.30","Article"
"Fit, misfit, and beyond fit: Relational metaphors and semantic fit in international joint ventures","Journal of International Business Studies","","46","7","10.1057/jibs.2015.13","Leigh Anne LiuWendi L AdairDaniel C Bello","2015","http://link.springer.com/article/10.1057/jibs.2015.13","Article"
"Human capital in multinational enterprises: Does strategic alignment matter?","Journal of International Business Studies","","46","7","10.1057/jibs.2015.15","Chris Changwha ChungHye Youn ParkJeoung Yul LeeKwanghyun Kim","2015","http://link.springer.com/article/10.1057/jibs.2015.15","Article"
"Managerial cognition and internationalization","Journal of International Business Studies","","46","7","10.1057/jibs.2015.9","Elizabeth MaitlandAndré Sammartino","2015","http://link.springer.com/article/10.1057/jibs.2015.9","Article"
"When do international human capital enhancing practices benefit the bottom line? An ability, motivation, and opportunity perspective","Journal of International Business Studies","","46","7","10.1057/jibs.2015.10","Kyoung Yong KimSeemantini PathakSteve Werner","2015","http://link.springer.com/article/10.1057/jibs.2015.10","Article"
"Global delivery models: The role of talent, speed and time zones in the global outsourcing industry","Journal of International Business Studies","","46","7","10.1057/jibs.2015.14","Stephan ManningMarcus M LarsenPratyush Bharati","2015","http://link.springer.com/article/10.1057/jibs.2015.14","Article"
"Dual values-based organizational identification in MNC subsidiaries: A multilevel study","Journal of International Business Studies","","46","7","10.1057/jibs.2015.18","Adam SmaleIngmar BjörkmanMats EhrnroothSofia JohnKristiina MäkeläJennie Sumelius","2015","http://link.springer.com/article/10.1057/jibs.2015.18","Article"
"Beyond anger: A deeper look at consumer animosity","Journal of International Business Studies","","46","6","10.1057/jibs.2014.74","Colleen M HarmelingPeter MagnussonNitish Singh","2015","http://link.springer.com/article/10.1057/jibs.2014.74","Article"
"Citizens of the (green) world? Cosmopolitan orientation and sustainability","Journal of International Business Studies","","46","6","10.1057/jibs.2015.1","Amir GrinsteinPetra Riefler","2015","http://link.springer.com/article/10.1057/jibs.2015.1","Article"
"National and firm-level drivers of the devolution of HRM decision making to line managers","Journal of International Business Studies","","46","6","10.1057/jibs.2015.5","Paul N GooderhamMichael J MorleyEmma ParryEleni Stavrou","2015","http://link.springer.com/article/10.1057/jibs.2015.5","Article"
"Knowledge transfer from international joint ventures to local suppliers in a developing economy","Journal of International Business Studies","","46","6","10.1057/jibs.2015.7","Zaheer KhanOded ShenkarYong Kyu Lew","2015","http://link.springer.com/article/10.1057/jibs.2015.7","Article"
"Does stronger patent protection increase export variety? Evidence from US product-level data","Journal of International Business Studies","","46","6","10.1057/jibs.2015.12","Olena Ivus","2015","http://link.springer.com/article/10.1057/jibs.2015.12","Article"
"SME internationalization modes in the German biotechnology industry: The influence of imitation, network position, and international experience","Journal of International Business Studies","","46","6","10.1057/jibs.2015.8","Marie OehmeSuleika Bort","2015","http://link.springer.com/article/10.1057/jibs.2015.8","Article"
"Selective attention and the initiation of the global knowledge-sourcing process in multinational corporations","Journal of International Business Studies","","46","5","10.1057/jibs.2014.72","L Felipe Monteiro","2015","http://link.springer.com/article/10.1057/jibs.2014.72","Article"
"Why and how does shared language affect subsidiary knowledge inflows? A social identity perspective","Journal of International Business Studies","","46","5","10.1057/jibs.2015.3","B Sebastian ReicheAnne-Wil HarzingMarkus Pudelko","2015","http://link.springer.com/article/10.1057/jibs.2015.3","Article"
"Marketing mix and brand sales in global markets: Examining the contingent role of country-market characteristics","Journal of International Business Studies","","46","5","10.1057/jibs.2014.69","S Cem BahadirSundar G BharadwajRajendra K Srivastava","2015","http://link.springer.com/article/10.1057/jibs.2014.69","Article"
"Going the distance: The pros and cons of expanding employees’ global knowledge reach","Journal of International Business Studies","","46","5","10.1057/jibs.2014.73","Shad S MorrisBijuan ZhongMona Makhija","2015","http://link.springer.com/article/10.1057/jibs.2014.73","Article"
"Political risk and dividend policy: Evidence from international political crises","Journal of International Business Studies","","46","5","10.1057/jibs.2015.2","Tao HuangFei WuJin YuBohui Zhang","2015","http://link.springer.com/article/10.1057/jibs.2015.2","Article"
"International coherence and MNE performance","Journal of International Business Studies","","46","5","10.1057/jibs.2015.4","Sokol CeloAya Chacar","2015","http://link.springer.com/article/10.1057/jibs.2015.4","Article"
"Internal equity financing and the performance of multinational subsidiaries in emerging economies","Journal of International Business Studies","","46","4","10.1057/jibs.2014.64","Quyen T K NguyenAlan M Rugman","2015","http://link.springer.com/article/10.1057/jibs.2014.64","Article"
"Mapping India’s regional subcultures: Implications for international management","Journal of International Business Studies","","46","4","10.1057/jibs.2014.70","Ratan J S DheerTomasz LenartowiczMark F Peterson","2015","http://link.springer.com/article/10.1057/jibs.2014.70","Article"
"Towards a more balanced treatment of culture in international business studies: The need for positive cross-cultural scholarship","Journal of International Business Studies","","46","4","10.1057/jibs.2014.68","Günter K StahlRosalie L Tung","2015","http://link.springer.com/article/10.1057/jibs.2014.68","Article"
"The returns to foreign R&D","Journal of International Business Studies","","46","4","10.1057/jibs.2014.63","René BelderbosBoris LokshinBert Sadowski","2015","http://link.springer.com/article/10.1057/jibs.2014.63","Article"
"Employees’ willingness to adopt a foreign functional language in multilingual organizations: The role of linguistic identity","Journal of International Business Studies","","46","4","10.1057/jibs.2014.65","Sarbari BordiaPrashant Bordia","2015","http://link.springer.com/article/10.1057/jibs.2014.65","Article"
"The effects of linguistic distance and lingua franca proficiency on the stake taken by acquirers in cross-border acquisitions","Journal of International Business Studies","","46","4","10.1057/jibs.2014.71","Ilya R P CuypersGokhan ErtugJean-François Hennart","2015","http://link.springer.com/article/10.1057/jibs.2014.71","Article"
"Perceived senior leadership opportunities in MNCs: The effect of social hierarchy and capital","Journal of International Business Studies","","46","3","10.1057/jibs.2014.53","Orly LevySully TaylorNakiye A BoyacigillerTodd E BodnerMaury A PeiperlSchon Beechler","2015","http://link.springer.com/article/10.1057/jibs.2014.53","Article"
"Customer involvement and service firm internationalization performance: An integrative framework","Journal of International Business Studies","","46","3","10.1057/jibs.2014.57","Xiao ZhangWeiguo ZhongShige Makino","2015","http://link.springer.com/article/10.1057/jibs.2014.57","Article"
"Involvement work systems and operational effectiveness: Exploring the moderating effect of national power distance","Journal of International Business Studies","","46","3","10.1057/jibs.2014.61","Yuan JiangSaba ColakogluDavid P LepakJoseph R BlasiDouglas L Kruse","2015","http://link.springer.com/article/10.1057/jibs.2014.61","Article"
"Institutions and social entrepreneurship: The role of institutional voids, institutional support, and institutional configurations","Journal of International Business Studies","","46","3","10.1057/jibs.2014.38","Ute StephanLorraine M UhlanerChristopher Stride","2015","http://link.springer.com/article/10.1057/jibs.2014.38","Article"
"Consumer ethnocentrism: Reconceptualization and cross-cultural validation","Journal of International Business Studies","","46","3","10.1057/jibs.2014.42","Piyush Sharma","2015","http://link.springer.com/article/10.1057/jibs.2014.42","Article"
"Seeking commonalities or avoiding differences? Re-conceptualizing distance and its effects on internationalization decisions","Journal of International Business Studies","","46","3","10.1057/jibs.2014.52","David W WilliamsDenis A Grégoire","2015","http://link.springer.com/article/10.1057/jibs.2014.52","Article"
"“Understanding the words of relationships”: Language as an essential tool to manage CSR in communities of place","Journal of International Business Studies","","46","2","10.1057/jibs.2014.58","W Travis Selmier IIAloysius Newenham-KahindiChang Hoon Oh","2015","http://link.springer.com/article/10.1057/jibs.2014.58","Article"
"International evidence on the impact of adopting English as an external reporting language","Journal of International Business Studies","","46","2","10.1057/jibs.2014.33","Thomas JeanjeanHervé StolowyMichael ErkensTeri Lombardi Yohn","2015","http://link.springer.com/article/10.1057/jibs.2014.33","Article"
"An anatomy of state control in the globalization of state-owned enterprises","Journal of International Business Studies","","46","2","10.1057/jibs.2014.35","Hao LiangBing RenSunny Li Sun","2015","http://link.springer.com/article/10.1057/jibs.2014.35","Article"
"Political bargaining and multinational bank bailouts","Journal of International Business Studies","","46","2","10.1057/jibs.2014.47","Michael R King","2015","http://link.springer.com/article/10.1057/jibs.2014.47","Article"
"The attention stimulus of cultural differences in global services sourcing","Journal of International Business Studies","","46","2","10.1057/jibs.2014.30","Carine PeetersCatherine DehonPatricia Garcia-Prieto","2015","http://link.springer.com/article/10.1057/jibs.2014.30","Article"
"Language friction and partner selection in cross-border R&D alliance formation","Journal of International Business Studies","","46","2","10.1057/jibs.2014.56","Amol M JoshiNandini Lahiri","2015","http://link.springer.com/article/10.1057/jibs.2014.56","Article"
"The JIBS 2014 Decade Award: Innovation, organizational capabilities, and the born-global firm","Journal of International Business Studies","","46","1","10.1057/jibs.2014.49","John Cantwell","2015","http://link.springer.com/article/10.1057/jibs.2014.49","Article"
"The born global firm: An entrepreneurial and capabilities perspective on early and rapid internationalization","Journal of International Business Studies","","46","1","10.1057/jibs.2014.62","S Tamer CavusgilGary Knight","2015","http://link.springer.com/article/10.1057/jibs.2014.62","Article"
"Utilizing the broader agency perspective for studying headquarters–subsidiary relations in multinational companies","Journal of International Business Studies","","46","1","10.1057/jibs.2014.31","Anne Kristin HoenenTatiana Kostova","2015","http://link.springer.com/article/10.1057/jibs.2014.31","Article"
"Barriers to knowledge seeking within MNC teams: Which differences matter most?","Journal of International Business Studies","","46","1","10.1057/jibs.2014.37","Martine R HaasJonathon N Cummings","2015","http://link.springer.com/article/10.1057/jibs.2014.37","Article"
"Yes, we really do need more entry mode studies! A commentary on Shaver","Journal of International Business Studies","","46","1","10.1057/jibs.2014.39","Jean-François HennartArjen HL Slangen","2015","http://link.springer.com/article/10.1057/jibs.2014.39","Article"
"The impact of cross-listing in the United States on the precision of public and private information","Journal of International Business Studies","","46","1","10.1057/jibs.2014.51","Don HerrmannTony KangYong Keun Yoo","2015","http://link.springer.com/article/10.1057/jibs.2014.51","Article"
"Re-thinking research on born globals","Journal of International Business Studies","","46","1","10.1057/jibs.2014.59","Nicole Coviello","2015","http://link.springer.com/article/10.1057/jibs.2014.59","Article"
"Accessing vs sourcing knowledge: A comparative study of R&D internationalization between emerging and advanced economy firms","Journal of International Business Studies","","46","1","10.1057/jibs.2014.46","Snehal AwateMarcus M LarsenRam Mudambi","2015","http://link.springer.com/article/10.1057/jibs.2014.46","Article"
"Born globals and international business: Evolution of a field of research","Journal of International Business Studies","","46","1","10.1057/jibs.2014.60","Ivo ZanderPatricia McDougall-CovinElizabeth L Rose","2015","http://link.springer.com/article/10.1057/jibs.2014.60","Article"
"Author Index","Journal of International Business Studies","","45","9","10.1057/jibs.2014.55","","2014","http://link.springer.com/article/10.1057/jibs.2014.55","Article"
"List of Guest Editors and Reviewers","Journal of International Business Studies","","45","9","10.1057/jibs.2014.48","","2014","http://link.springer.com/article/10.1057/jibs.2014.48","Article"
"Keyword Index","Journal of International Business Studies","","45","9","10.1057/jibs.2014.54","","2014","http://link.springer.com/article/10.1057/jibs.2014.54","Article"
"Englishization in offshore call centers: A postcolonial perspective","Journal of International Business Studies","","45","9","10.1057/jibs.2014.25","Mehdi BoussebaaShuchi SinhaYiannis Gabriel","2014","http://link.springer.com/article/10.1057/jibs.2014.25","Article"
"Cross-border acquisitions of state-owned enterprises","Journal of International Business Studies","","45","9","10.1057/jibs.2014.41","Surendranath Rakesh JoryThanh Ngoc Ngo","2014","http://link.springer.com/article/10.1057/jibs.2014.41","Article"
"Linguistic gender marking and its international business ramifications","Journal of International Business Studies","","45","9","10.1057/jibs.2014.5","Estefania Santacreu-VasutOded ShenkarAmir Shoham","2014","http://link.springer.com/article/10.1057/jibs.2014.5","Article"
"Storytelling the internationalization of the multinational enterprise","Journal of International Business Studies","","45","9","10.1057/jibs.2014.32","Usha C V HaleyDavid M Boje","2014","http://link.springer.com/article/10.1057/jibs.2014.32","Article"
"Offshoring innovation to emerging markets: Organizational control and informal institutional distance","Journal of International Business Studies","","45","9","10.1057/jibs.2014.36","Michael A SartorPaul W Beamish","2014","http://link.springer.com/article/10.1057/jibs.2014.36","Article"
"From the Editors: Explaining interaction effects within and across levels of analysis","Journal of International Business Studies","","45","9","10.1057/jibs.2014.50","Ulf AnderssonAlvaro Cuervo-CazurraBo Bernhard Nielsen","2014","http://link.springer.com/article/10.1057/jibs.2014.50","Article"
"How non-native English-speaking staff are evaluated in linguistically diverse organizations: A sociolinguistic perspective","Journal of International Business Studies","","45","9","10.1057/jibs.2014.21","Martyna ŚliwaMarjana Johansson","2014","http://link.springer.com/article/10.1057/jibs.2014.21","Article"
"List of Reviewers for this Special Issue","Journal of International Business Studies","","45","8","10.1057/jibs.2014.44","","2014","http://link.springer.com/article/10.1057/jibs.2014.44","Article"
"Firms’ FDI ownership: The influence of government ownership and legislative connections","Journal of International Business Studies","","45","8","10.1057/jibs.2014.27","Yigang PanLefa TengAtipol Bhanich SupapolXiongwen LuDan HuangZhennan Wang","2014","http://link.springer.com/article/10.1057/jibs.2014.27","Article"
"Governments as owners: State-owned multinational companies","Journal of International Business Studies","","45","8","10.1057/jibs.2014.43","Alvaro Cuervo-CazurraAndrew InkpenAldo MusacchioKannan Ramaswamy","2014","http://link.springer.com/article/10.1057/jibs.2014.43","Article"
"Varieties in state capitalism: Outward FDI strategies of central and local state-owned enterprises from emerging economy countries","Journal of International Business Studies","","45","8","10.1057/jibs.2014.14","Ming Hua LiLin CuiJiangyong Lu","2014","http://link.springer.com/article/10.1057/jibs.2014.14","Article"
"State-owned MNCs and host country expropriation risk: The role of home state soft power and economic gunboat diplomacy","Journal of International Business Studies","","45","8","10.1057/jibs.2014.16","Jing-Lin Duanmu","2014","http://link.springer.com/article/10.1057/jibs.2014.16","Article"
"Toward resource independence – Why state-owned entities become multinationals: An empirical study of India’s public R&D laboratories","Journal of International Business Studies","","45","8","10.1057/jibs.2014.20","Prithwiraj ChoudhuryTarun Khanna","2014","http://link.springer.com/article/10.1057/jibs.2014.20","Article"
"Resource security: Competition for global resources, strategic intent, and governments as owners","Journal of International Business Studies","","45","8","10.1057/jibs.2014.28","A Erin BassSubrata Chakrabarty","2014","http://link.springer.com/article/10.1057/jibs.2014.28","Article"
"Overcoming distrust: How state-owned enterprises adapt their foreign entries to institutional pressures abroad","Journal of International Business Studies","","45","8","10.1057/jibs.2014.15","Klaus E MeyerYuan DingJing LiHua Zhang","2014","http://link.springer.com/article/10.1057/jibs.2014.15","Article"
"In memoriam: Alan Rugman","Journal of International Business Studies","","45","7","10.1057/jibs.2014.45","John Cantwell","2014","http://link.springer.com/article/10.1057/jibs.2014.45","Article"
"MNC strategy and social adaptation in emerging markets","Journal of International Business Studies","","45","7","10.1057/jibs.2014.8","Meng ZhaoSeung Ho ParkNan Zhou","2014","http://link.springer.com/article/10.1057/jibs.2014.8","Article"
"A more expansive perspective on translation in IB research: Insights from the Russian Handbook of Knowledge Management","Journal of International Business Studies","","45","7","10.1057/jibs.2014.10","Nigel J HoldenSnejina Michailova","2014","http://link.springer.com/article/10.1057/jibs.2014.10","Article"
"Globalization of corporate risk taking","Journal of International Business Studies","","45","7","10.1057/jibs.2014.12","Valentina BrunoHyun Song Shin","2014","http://link.springer.com/article/10.1057/jibs.2014.12","Article"
"Cultural and language skills as resources for boundary spanning within the MNC","Journal of International Business Studies","","45","7","10.1057/jibs.2014.7","Wilhelm Barner-RasmussenMats EhrnroothAlexei KoveshnikovKristiina Mäkelä","2014","http://link.springer.com/article/10.1057/jibs.2014.7","Article"
"Brain drain: The cognitive neuroscience of foreign language processing in multinational corporations","Journal of International Business Studies","","45","7","10.1057/jibs.2014.26","Stefan VolkTine KöhlerMarkus Pudelko","2014","http://link.springer.com/article/10.1057/jibs.2014.26","Article"
"Assessing the impact of JIBS as an interdisciplinary journal: A network approach","Journal of International Business Studies","","45","7","10.1057/jibs.2014.40","John CantwellAnke PiepenbrinkPallavi Shukla","2014","http://link.springer.com/article/10.1057/jibs.2014.40","Article"
"Internationalization strategy, firm resources and the survival of SMEs in the export market","Journal of International Business Studies","","45","7","10.1057/jibs.2014.11","Sui SuiMatthias Baum","2014","http://link.springer.com/article/10.1057/jibs.2014.11","Article"
"List of Reviewers for this Special Issue","Journal of International Business Studies","","45","6","10.1057/jibs.2014.23","","2014","http://link.springer.com/article/10.1057/jibs.2014.23","Article"
"Adaptation, bridging and firm upgrading: How non-market institutions and MNCs facilitate knowledge recombination in emerging markets","Journal of International Business Studies","","45","6","10.1057/jibs.2014.19","Rafael A CorredoiraGerald A McDermott","2014","http://link.springer.com/article/10.1057/jibs.2014.19","Article"
"Firms’ corporate social responsibility behavior: An integration of institutional and profit maximization approaches","Journal of International Business Studies","","45","6","10.1057/jibs.2014.29","Susan L YoungMona V Makhija","2014","http://link.springer.com/article/10.1057/jibs.2014.29","Article"
"Consumer responses to sexual advertising: The intersection of modernization, evolution, and international marketing","Journal of International Business Studies","","45","6","10.1057/jibs.2014.18","Wendy W N WanChung-Leung LukCheris W C Chow","2014","http://link.springer.com/article/10.1057/jibs.2014.18","Article"
"Advancing interdisciplinary research: Insights from the JIBS special issue","Journal of International Business Studies","","45","6","10.1057/jibs.2014.34","Joseph L C ChengJulian BirkinshawDonald R LessardDavid C Thomas","2014","http://link.springer.com/article/10.1057/jibs.2014.34","Article"
"Institutions sans frontières: International agreements and foreign investment","Journal of International Business Studies","","45","6","10.1057/jibs.2013.70","Srividya JandhyalaRobert J Weiner","2014","http://link.springer.com/article/10.1057/jibs.2013.70","Article"
"MNC subsidiary closures: What is the value of employees’ human capital in new jobs?","Journal of International Business Studies","","45","6","10.1057/jibs.2014.17","Wolfgang SofkaMiguel Torres PretoPedro de Faria","2014","http://link.springer.com/article/10.1057/jibs.2014.17","Article"
"List of Reviewers for this Special Issue","Journal of International Business Studies","","45","5","10.1057/jibs.2014.22","","2014","http://link.springer.com/article/10.1057/jibs.2014.22","Article"
"Knowledge transfer in multinational corporations: Productive and counterproductive effects of language-sensitive recruitment","Journal of International Business Studies","","45","5","10.1057/jibs.2014.1","Vesa PeltokorpiEero Vaara","2014","http://link.springer.com/article/10.1057/jibs.2014.1","Article"
"Translation in cross-language international business research: Beyond equivalence","Journal of International Business Studies","","45","5","10.1057/jibs.2013.67","Agnieszka ChidlowEmmanuella PlakoyiannakiCatherine Welch","2014","http://link.springer.com/article/10.1057/jibs.2013.67","Article"
"Building professional discourse in emerging markets: Language, context and the challenge of sensemaking","Journal of International Business Studies","","45","5","10.1057/jibs.2013.69","Andrei KuznetsovOlga Kuznetsova","2014","http://link.springer.com/article/10.1057/jibs.2013.69","Article"
"The multifaceted role of language in international business: Unpacking the forms, functions and features of a critical challenge to MNC theory and performance","Journal of International Business Studies","","45","5","10.1057/jibs.2014.24","Mary Yoko BrannenRebecca PiekkariSusanne Tietze","2014","http://link.springer.com/article/10.1057/jibs.2014.24","Article"
"Re-considering language within a cosmopolitan understanding: Toward a multilingual franca approach in international business studies","Journal of International Business Studies","","45","5","10.1057/jibs.2014.9","Maddy JanssensChris Steyaert","2014","http://link.springer.com/article/10.1057/jibs.2014.9","Article"
"Language as a lightning rod: Power contests, emotion regulation, and subgroup dynamics in global teams","Journal of International Business Studies","","45","5","10.1057/jibs.2013.62","Pamela J HindsTsedal B NeeleyCatherine Durnell Cramton","2014","http://link.springer.com/article/10.1057/jibs.2013.62","Article"
"The impact of language barriers on trust formation in multinational teams","Journal of International Business Studies","","45","5","10.1057/jibs.2013.64","Helene TenzerMarkus PudelkoAnne-Wil Harzing","2014","http://link.springer.com/article/10.1057/jibs.2013.64","Article"
"A microfoundations approach to transnational capabilities: The role of knowledge search in an ever-changing world","Journal of International Business Studies","","45","4","10.1057/jibs.2014.6","Shad MorrisRyan HammondScott Snell","2014","http://link.springer.com/article/10.1057/jibs.2014.6","Article"
