,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords,abstract
178,The effects of information voids on capital flows in emerging markets,Journal of International Business Studies,,48.0,3.0,10.1057/s41267-016-0056-6,Allison F KingsleyBenjamin A T Graham,2017,http://link.springer.com/article/10.1057/s41267-016-0056-6,Article,"['institutional environment\xa0', 'information\xa0', 'foreign\ninvestors\xa0', 'emerging markets\xa0', 'countries\xa0', 'political risk\xa0', 'FDI\xa0', 'foreign direct investment\xa0', 'portfolio investment\xa0', 'bank debt\xa0']","Information voids reflect a lack of publicly available information about a country’s investment climate, and represent the information problems associated with institutional voids. We argue that foreign investors differ in their sensitivity to information voids based on their own private information and their flexibility in responding rapidly to change. We predict that foreign banks will be least hampered by information voids, due to their privileged access to private information about local conditions and ability to adapt quickly to new information. Portfolio investors, while impeded by information voids due to their severely limited access to local private information, are able to quickly respond to new information. Foreign direct investors have moderate access to local private information, yet their inability to adapt quickly creates problems dealing with information voids. Using time-series cross-sectional data on local public information and capital flows to the thirty largest emerging markets from 1994 to 2012, we find preliminary support for our hypotheses regarding the sensitivity of different investors to information voids. We find that direct investors are most sensitive to information voids and banks are least sensitive, while portfolio investors are moderately sensitive."
179,Escaping the iron cage: Liabilities of origin and CSR reporting of emerging market multinational enterprises,Journal of International Business Studies,,48.0,3.0,10.1057/jibs.2016.17,Valentina MaranoPeter TashmanTatiana Kostova,2017,http://link.springer.com/article/10.1057/jibs.2016.17,Article,"['institutional theory\xa0', 'institutional voids\xa0', 'corporate social responsibility\xa0', 'emerging market multinationals\xa0', 'liabilities of origin\xa0', 'legitimacy\xa0']","This article examines the link between the condition of institutional voids in emerging markets and the use of the practice of corporate social responsibility (CSR) reporting by emerging market multinational enterprises (EM-MNEs). Based on neo-institutional theory and in light of the specificity of emerging markets, we propose a positive relationship between institutional voids and CSR reporting. Home-country institutional voids push companies to internationalize as a way to escape the institutional constraints and inefficiencies in their own markets, but at the same time create legitimacy challenges for these companies abroad. In particular, EM-MNEs from less institutionally developed countries are likely to face liabilities of origin – negative perceptions in host countries about these firms’ willingness and ability to conduct legitimate business. CSR reporting is an effective strategy to overcome such liabilities and barriers to legitimation as it conveys to host countries and global stakeholders alignment with global meta-norms and expectations. Internationalization, listing on developed country stock exchanges, and time, further magnify EM-MNEs’ legitimacy challenges and thus the use of CSR reporting to mitigate them. Our hypotheses are supported in a longitudinal study of 157 of the largest EM-MNEs ranked by the United Nations Conference on Trade and Development (UNCTAD) between 2004 and 2011."
180,Filling institutional voids in emerging economies: The impact of capital market development and business groups on M&A deal abandonment,Journal of International Business Studies,,48.0,3.0,10.1057/s41267-016-0025-0,Hyejun KimJaeyong Song,2017,http://link.springer.com/article/10.1057/s41267-016-0025-0,Article,"['institutional environment\xa0', 'emerging markets/countries/economies\xa0', 'business groups\xa0', 'institutional voids\xa0']","Business groups may fill institutional voids in emerging economies, but empirical research is lacking as to when and how institutional voids affect economic behavior of individual firms. We examine the effect of institutional voids in capital markets on individual transactions in emerging economies, focusing on M&A deals that were abandoned after being publicly announced. M&A deals may fall through when unexpected information is brought to light or financing difficulties arise. At the country level, capital market development can lower the probability of M&A deal abandonment by facilitating the flow of information and capital. At the firm level, when acquirers are affiliated with business groups, development of internal capital markets can also lower this probability, facilitating completion of the transaction and the flow of information. This effect of business groups, however, decreases as the external capital market, the institution replaced by their internal markets, develops and its benefits become widely available to non-business groups. The results of our empirical analyses on M&A transactions in nine emerging economies over 21 years support our arguments."
181,"Country-level institutions, firm value, and the role of corporate social responsibility initiatives",Journal of International Business Studies,,48.0,3.0,10.1057/jibs.2016.4,Sadok El GhoulOmrane GuedhamiYongtae Kim,2017,http://link.springer.com/article/10.1057/jibs.2016.4,Article,"['institutions and international business\xa0', 'institutional void\xa0', 'corporate social responsibility\xa0', 'transaction costs\xa0', 'firm value\xa0']","Drawing on transaction cost theories and the resource-based view of a firm, we posit that the value of corporate social responsibility (CSR) initiatives is greater in countries where an absence of market-supporting institutions increases transaction costs and limits access to resources. Using a large sample of 11,672 firm-year observations representing 2445 unique firms from 53 countries during 2003–2010 and controlling for firm-level unobservable heterogeneity, we find supportive evidence that CSR is more positively related to firm value in countries with weaker market institutions. We also provide evidence on the channels through which CSR initiatives reduce transaction costs. We find that CSR is associated with improved access to financing in countries with weaker equity and credit markets, greater investment and lower default risk in countries with more limited business freedom, and longer trade credit period and higher future sales growth in countries with weaker legal institutions. Our findings provide new insights on non-market mechanisms such as CSR through which firms can compensate for institutional voids."
182,International business responses to institutional voids,Journal of International Business Studies,,48.0,3.0,10.1057/s41267-017-0074-z,Jonathan DohSuzana RodriguesAyse Saka-HelmhoutMona Makhija,2017,http://link.springer.com/article/10.1057/s41267-017-0074-z,Article,"['Institutions and International business\xa0', 'institutional voids\xa0', 'Multinational Corporations (MNCs) and Enterprises (MNEs)\xa0', 'market and nonmarket strategies\xa0', 'transaction costs\xa0']","For nearly two decades, scholars in international business and management have explored the implications of institutional voids for firm strategy and structure. Although institutional voids offer both opportunities and challenges, they have largely been associated with firms’ efforts to avoid or mitigate institutional deficiencies and reduce the transaction costs associated with operating in settings subject to those institutional shortcomings. The goal of this special issue is to advance scholarship on this topic by (a) exploring institutional voids that are new to the literature, (b) providing a deeper assessment of the different ways in which firms respond to these voids, and (c) utilizing diverse disciplines and theoretical approaches to do so. In this introduction, we first review and synthesize extant research on institutional voids, tracking the evolution of institutional void scholarship since the inception of the concept (Khanna & Palepu, "
183,AUTHOR INDEX TO VOLUME 47,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0064-6,,2017,http://link.springer.com/article/10.1057/s41267-016-0064-6,Article,[],
184,Foreign independent directors and the quality of legal institutions,Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0033-0,Mihail MiletkovAnnette PoulsenM. Babajide Wintoki,2017,http://link.springer.com/article/10.1057/s41267-016-0033-0,Article,"['board of directors\xa0', 'institutional context\xa0', 'foreign directors\xa0', 'incorporating country variables\xa0', 'multiple regression analysis\xa0', 'agency theory\xa0', 'institutional theory\xa0']","Foreign directors can affect firm value through their advising and monitoring functions. However, the demand for these directors, as well as their effect on firm performance is likely to be influenced by firm- and country-level characteristics. In a large sample of non-US firms, we find that foreign directors are more likely to be associated with firms that have more foreign operations and an international shareholder base, and firms that are located in countries with a limited supply of potentially qualified domestic directors – countries with a smaller, less well-educated populace and lower levels of capital market development. We also find that the association between foreign directors and firm performance is more positive in countries with lower quality legal institutions, and when the director comes from a country with higher quality legal institutions than the firm’s host country. Our study highlights the importance of considering national demographic factors and levels of capital market development when modeling the supply and demand for foreign directors, and also underscores the importance of institutional quality in the foreign director’s home and host country when assessing the effect of that director on firm performance."
185,"Creditor rights, claims enforcement, and bond performance in mergers and acquisitions",Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0031-2,Luc RenneboogPeter G. SzilagyiCara Vansteenkiste,2017,http://link.springer.com/article/10.1057/s41267-016-0031-2,Article,"['bondholder value\xa0', 'cross-border mergers and acquisitions (M&As)\xa0', 'creditor rights\xa0', 'legal enforcement\xa0', 'event study\xa0', 'Eurobonds\xa0', 'G34\xa0', 'G32\xa0', 'G12\xa0', 'G14\xa0']","This article shows that country-level differences in creditor protection affect bond performance around cross-border M&A announcements. Using Eurobonds and a global sample of 1,100 cross-border M&As, we find that the bondholders of bidding firms respond more positively to deals that expose their firm to a jurisdiction with stronger creditor rights and more efficient claims enforcement through courts. Positive creditor protection spillovers are enhanced by now-global jurisdictional cooperation in multinational insolvencies and creditors’ ability to do insolvency arbitrage. The spillover effects we observe are stronger for firms with higher asset risk, longer maturity bonds, and a higher likelihood of financial distress."
186,The governance impact of a changing investor landscape,Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0043-y,Ruth V. AguileraKurt A. DesenderMónica López-Puertas LamyJun Ho Lee,2017,http://link.springer.com/article/10.1057/s41267-016-0043-y,Article,"['comparative corporate governance\xa0', 'foreign ownership\xa0', 'management reporting\xa0', 'comparative accounting systems and practices\xa0', 'institutionalism\xa0']","Within the backdrop of comparative corporate governance research, we draw on the managerial reporting and impression management literatures to examine how the type, level, and nature of foreign shareholders, infused with their own governance logic, influence initial managerial earnings optimism and how foreign ownership shapes earnings guidance in a stakeholder-oriented setting. Drawing on Japanese data, and addressing endogeneity concerns, our results show that under the presence of foreign owners, managers are more optimistic in their initial earnings forecasts, but that in subsequent revisions they are more likely to provide timely adjustments of their earnings forecast and avoid making last-minute adjustments. This research illustrates how foreign practices travel across borders and contributes to understanding triggers to governance and strategic changes."
187,"Law, finance, and the international mobility of corporate governance",Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0063-7,Douglas CummingIgor FilatotchevApril KnillDavid Mitchell ReebLemma Senbet,2017,http://link.springer.com/article/10.1057/s41267-016-0063-7,Article,"['law and finance\xa0', 'corporate governance\xa0', 'mobility\xa0', 'foreign investors\xa0', 'directors\xa0', 'political connections\xa0']","We introduce the topic of this Special Issue on the “Role of Financial and Legal Institutions in International Governance”, with a particular emphasis on a notion of “international mobility of corporate governance”. Our discussion places the Special Issue at the intersection of law, finance, and international business, with a focus on the contexts of foreign investors and directors. Country-level legal and regulatory institutions facilitate foreign ownership, foreign directors, raising external financial capital, and international M&A activity. The interplay between the impact of foreign ownership and foreign directors on firm governance and performance depends on international differences in formal/regulatory institutions. In addition to legal conditions, informal institutions such as political connections also shape the economic value of foreign ownership and foreign directors. We highlight key papers in the literature, provide an overview of the new papers in this Special Issue, and offer suggestions for future research."
188,Foreign political connections,Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0059-3,Elvira SojliWing Wah Tham,2017,http://link.springer.com/article/10.1057/s41267-016-0059-3,Article,"['foreign political connection\xa0', 'shareholder value\xa0', 'government contracts\xa0', 'strategic political management\xa0', 'liability of foreignness\xa0']","Liability of foreignness, a firm’s social and economic costs of operating in a foreign market, is a major concern for multinational corporations and firms trying to enter new markets. To reduce the liability of foreignness, a firm may engage in strategic international political management via foreign political connections and thus lower barriers to entry. Faccio (Am Econ Rev 96(1):369–386, "
189,Sovereign wealth fund investments and the US political process,Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0057-5,Paul CalluzzoG Nathan DongDavid Godsell,2017,http://link.springer.com/article/10.1057/s41267-016-0057-5,Article,"['sovereign wealth fund\xa0', 'political contributions\xa0', 'foreign investment\xa0', 'investment determinants\xa0', 'government policy and regulation\xa0', 'political relations and regulation\xa0']","We examine US firm-level campaign finance contributions preceding and subsequent to equity investment by a sovereign wealth fund (SWF). Our empirical results suggest that SWFs are attracted to firms engaged in US campaign finance and that firm campaign finance contributions increase after SWF investment. SWF attraction to campaign finance firms increases (1) after an exogenous legal shock that liberalized corporate campaign finance activities, and (2) in a subset of industries vulnerable to recent legislation capable of inhibiting or expunging foreign investment. We provide some of the first evidence consistent with political motives for SWF investment in the United States."
190,Portable country governance and cross-border acquisitions,Journal of International Business Studies,,48.0,2.0,10.1057/s41267-016-0029-9,Jesse A EllisSara B MoellerFrederik P SchlingemannRené M Stulz,2017,http://link.springer.com/article/10.1057/s41267-016-0029-9,Article,"['portability theory\xa0', 'agency theory\xa0', 'theory on law and finance\xa0', 'event study methodology\xa0', 'cross-border acquisitions\xa0', 'country governance\xa0', 'bidder returns\xa0']","The agency theory and law and finance literatures show good country governance encourages financial development, mitigates agency problems, and increases firm value. Drawing on these literatures, we develop a theory that benefits from good country governance are portable by firms across countries through cross-border acquisitions. Using acquisitions from 56 countries from 1990 to 2007, we find that acquirers can transport the benefits from good country governance, so that they gain more from acquiring targets with worse country governance than their own. As predicted, the acquirer’s stock-price reaction to acquisitions increases with the country governance distance between the acquirer and the target."
191,The JIBS 2016 Decade Award: A quarter century of Culture’s Consequences: a review of empirical research incorporating Hofstede’s cultural values framework,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0042-z,John CantwellAlain Verbeke,2017,http://link.springer.com/article/10.1057/s41267-016-0042-z,Article,[],
192,Attitudes towards women’s career advancement in Latin America: The moderating impact of perceived company international proactiveness,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0039-7,Michel HermansWilliam NewburryMarcelo J. Alvarado-VargasCarlos M. BaldoArmando BordaEdwin G. Durán-ZuritaJosé Maurício Galli GeleilateMassiel GuerraMaria Virginia Lasio MorelloSergio M. Madero-GómezMiguel R. Olivas-LujanAnne Marie Zwerg-Villegas,2017,http://link.springer.com/article/10.1057/s41267-016-0039-7,Article,"['gender\xa0', 'career advancement\xa0', 'internationalization\xa0', 'Latin America\xa0', 'emerging economies\xa0']","While companies operating in Latin America have witnessed increased female leadership participation, the region remains characterized by traditional gender role attitudes. This juxtaposition of traditional machismo attitudes towards women along with progress in women’s leadership participation make this setting ideal for examining a topic of continued worldwide debate: women’s career advancement. This study examines attitudes towards the career advancement of women—a historically marginalized group in Latin America. Building on the extant literature, we test the negative association between traditional gender role orientations and attitudes towards women’s career advancement, both directly and via a mediated relationship through acceptance of women in the workplace. We then theoretically and empirically extend this literature by examining an important context-related moderator—a company’s international proactiveness—which we contend serves as a mechanism for keeping traditional machismo attitudes from manifesting. We examine these relationships within a sample of 973 respondents within the Latin American countries of Argentina, Bolivia, Brazil, Chile, Colombia, Dominican Republic, Ecuador, Mexico, Panama, Peru, and Venezuela. Our findings support our hypotheses and provide practical insight into the important, yet generally not considered effects of a company’s internationalization efforts on attitudes towards the career advancement of women."
193,From crossing cultures to straddling them: An empirical examination of outcomes for multicultural employees,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0053-9,Stacey R FitzsimmonsYuan LiaoDavid C Thomas,2017,http://link.springer.com/article/10.1057/s41267-016-0053-9,Article,"['multicultural\xa0', 'bicultural\xa0', 'multiple identities\xa0', 'survey method\xa0', 'multiple regression analysis\xa0', 'social cognition\xa0', 'social identity theory\xa0']","International organizations, ranging from large MNCs to small born global firms, are increasingly recognizing that multicultural employees can help them operate across countries and across cultures. However, multiculturals – individuals who identify with and internalize more than one culture – are a diverse group, and organizations seeking to leverage their potential can benefit from a deeper understanding of the resources they possess and the challenges they face. We conducted three studies with a total of 1196 participants to test relationships between multicultural identity patterns and personal, social and task outcomes. Consistent results across studies indicated that individuals with more cultural identities (higher identity plurality) had more social capital and higher levels of intercultural skills than those with fewer cultural identities, while individuals who integrated their cultural identities (higher identity integration) experienced higher levels of personal well-being than those who separated them. Based on these results we advocate for two directions in future research on multicultural employees: moving beyond cognitive mechanisms alone, and examining monocultural and multicultural individuals simultaneously along the spectrum of identity plurality."
194,Becoming a great reviewer: Four actionable guidelines,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0049-5,Alain VerbekeMary Ann Von GlinowYadong Luo,2017,http://link.springer.com/article/10.1057/s41267-016-0049-5,Article,[],
195,A retrospective on Culture’s Consequences: The 35-year journey,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0037-9,Bradley L KirkmanKevin B LoweCristina B Gibson,2017,http://link.springer.com/article/10.1057/s41267-016-0037-9,Article,"['Decade Award\xa0', 'cultural dimensions\xa0', 'Hofstede\xa0']",Our 2006 
196,Group cultural values and political skills: A situationist perspective on interpersonal citizenship behaviors,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0036-x,Ashish MahajanSoo Min Toh,2017,http://link.springer.com/article/10.1057/s41267-016-0036-x,Article,"['political skills\xa0', 'organizational citizenship behavior\xa0', 'group power distance\xa0', 'group uncertainty avoidance\xa0']",Drawing on Mischel’s (
197,The past is prologue: Moving on from Culture’s Consequences,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0034-z,Timothy M. DevinneyJan Hohberger,2017,http://link.springer.com/article/10.1057/s41267-016-0034-z,Article,"['culture\xa0', 'theory development\xa0', 'empirical measurement\xa0', 'Decade Award\xa0']","In this article, we examine the theoretical and empirical understanding of culture within the international business discipline post the publication of Kirkman, Lowe, & Gibson, ("
198,An overview of Hofstede-inspired country-level culture research in international business since 2006,Journal of International Business Studies,,48.0,1.0,10.1057/s41267-016-0038-8,Sjoerd BeugelsdijkTatiana KostovaKendall Roth,2017,http://link.springer.com/article/10.1057/s41267-016-0038-8,Article,"['national culture\xa0', 'cultural distance\xa0', 'cultural profile\xa0', 'Hofstede\xa0', 'Decade Award\xa0', 'intra-country cultural diversity\xa0', 'supra-national regions\xa0', 'cultural clusters\xa0']","Kirkman, Lowe, & Gibson’s ("
199,Explaining intermittent exporting: Exit and conditional re-entry in export markets,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0051-y,Michele BerniniJun DuJames H. Love,2016,http://link.springer.com/article/10.1057/s41267-016-0051-y,Article,[],
200,List of Guest Editors,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0046-8,,2016,http://link.springer.com/article/10.1057/s41267-016-0046-8,Article,[],
201,"The changing nature of the international business field, and the progress of JIBS",Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0041-0,John CantwellMary Yoko Brannen,2016,http://link.springer.com/article/10.1057/s41267-016-0041-0,Article,"['\xa0', 'international business research\xa0', 'journal editors\xa0']",The 
202,A note on the revisited Uppsala internationalization process model – the implications of business networks and entrepreneurship,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0014-3,Mats Forsgren,2016,http://link.springer.com/article/10.1057/s41267-016-0014-3,Article,"['internationalization theories and foreign market entry\xa0', 'network theory\xa0', 'entrepreneurship\xa0', 'liability of foreignness\xa0', 'liability of outsidership\xa0']","In their article from 2009, Johanson and Vahlne suggest a reformulation of the Uppsala internationalization process model by incorporating business network theory and entrepreneurship theory into the model. The present paper makes a critical examination of this reformulation. The overall conclusion is that several issues have to be addressed regarding the relationship between business networks and firms’ internationalization, the meaning of entrepreneurship as well as the possibility to combine business network theory and entrepreneurship theory in the Uppsala model before the full potential of such an incorporation can be realized."
203,Explaining intermittent exporting: Exit and conditional re-entry in export markets,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0015-2,Michele BerniniJun DuJames H. Love,2016,http://link.springer.com/article/10.1057/s41267-016-0015-2,Article,"['intermittent exporting\xa0', 'export exit\xa0', 'export re-entry\xa0', 're-internationalization\xa0']","Intermittent exporting is something of a puzzle. In theory, exporting represents a major commitment, and is often the starting point for further internationalization. However, intermittent exporters exit and subsequently re-enter exporting, sometimes frequently. We develop a conceptual model to explain how firm characteristics and market conditions interact to affect the decision to exit and re-enter exporting, and model this process using an extensive dataset of French manufacturing firms from 1997 to 2007. As anticipated, smaller and less productive firms are more likely to exit exporting, and react more strongly to changes in both domestic and foreign markets than larger firms. Exit and re-entry are closely linked. Firms with a low exit probability also have a high likelihood of re-entry, and vice versa. However, the way in which firms react to market conditions at the time of exit matters greatly in determining the likelihood of re-entry: thus re-entry depends crucially on the strategic rationale for exit. Our analysis helps explain the opportunistic and intermittent exporting of (mainly) small firms, the demand conditions under which intermittent exporting is most likely to occur, and the firm attributes most likely to give rise to such behavior."
204,Failure to Complete Cross-Border M&As: “To” vs. “From” Emerging Markets,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0027-y,Chenxi ZhouJinhong XieQi Wang,2016,http://link.springer.com/article/10.1057/s41267-016-0027-y,Article,"['completion failure\xa0', 'emerging markets\xa0', 'global expansions\xa0', 'cross-border mergers and acquisitions (M&As)\xa0', 'organizational learning\xa0', 'international marketing\xa0']","While cross-border mergers and acquisitions (M&As) involving emerging markets have been increasing in recent years, a high percentage collapse before completion. This study investigates how the predictors of cross-border M&A completion involving emerging markets depend upon the "
205,Racing to the bottom and racing to the top: The crucial role of firm characteristics in foreign direct investment choices,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0013-4,Maoliang BuMarcus Wagner,2016,http://link.springer.com/article/10.1057/s41267-016-0013-4,Article,"['resource-based view or resource-based theory\xa0', 'pollution haven\xa0', 'multivariate analysis\xa0', 'China\xa0', 'United States\xa0']","This study builds on the pollution haven and induced innovation arguments as explanations for firm behavior with regard to international environmental management and argues both need to be integrated. This implies that foreign direct investment is capable of facilitating a “race to the bottom” and a “race to the top” simultaneously. Using novel and detailed data, we test whether environmental capabilities and weaknesses and other characteristics affect US firms’ foreign direct investment choices in Chinese provinces with more or less stringent environmental regulation. This enables a more detailed analysis by allowing country regulation to vary spatially and over time. Our study finds that heterogeneity in capabilities and firm size jointly determine foreign direct investment and in doing so shows the simultaneity of a race to the bottom and to the top. Specifically, firms with environmental capabilities invest in more stringently regulated regions and firms with weaknesses are less likely to target such regions. These diverging effects are both moderated by firm size, which further amplifies each of them. Our findings underscore the need to integrate pollution haven and induced innovation arguments in a joint analysis. They furthermore show the relevance of methodological choices when testing hypotheses integrating the above arguments empirically."
206,The market for corporate control and dividend policies: Cross-country evidence from M&A laws,Journal of International Business Studies,,47.0,9.0,10.1057/s41267-016-0028-x,Matt GlendeningInder K. KhuranaWei Wang,2016,http://link.springer.com/article/10.1057/s41267-016-0028-x,Article,"['international M&A laws\xa0', 'dividend policy\xa0', 'market for corporate control\xa0']","This article examines the association between the market for corporate control and firm dividend policies. Specifically, we examine changes in firms’ dividend payouts following a plausibly exogenous shock to the threat of takeover with the staggered initiation of country-level merger and acquisition (M&A) laws. Using a global sample of firms across 34 countries, we find that both the likelihood and the amount of dividends decrease significantly after the initiation of an M&A law in a country. Our cross-sectional analyses indicate that the negative effect of M&A laws on dividend payouts is amplified in countries where the institutional environment enables M&A laws to improve the takeover market and for firms that could readily use internal capital to finance growth opportunities. Moreover, this negative effect is attenuated for firms with already sufficient monitoring of managers. These findings suggest that the enactment of M&A laws, by strengthening the market for corporate control, lowered the need for firms to convey their commitment to shareholders’ interests through costly dividend payments, especially when the threat of takeover prompted by M&A laws is likely to serve as an effective disciplinary mechanism."
207,"Miners, politics and institutional caryatids: Accounting for the transfer of HRM practices in the Brazilian multinational enterprise",Journal of International Business Studies,,47.0,8.0,10.1057/jibs.2016.24,John GearyRoberta Aguzzoli,2016,http://link.springer.com/article/10.1057/jibs.2016.24,Article,"['institutional theory\xa0', 'emerging market multinationals\xa0', 'international human resource management\xa0', 'power and dependence\xa0', 'critical realism\xa0', 'multilevel analysis\xa0']","This article contributes to the growing stream of research on power and micro-politics in the MNE. It is situated in the critical realist epistemology. It adopts Burawoy’s extended case study method together with a context-sensitive and an actor-centered mode of explanation. The case is intriguing: a MNE from Brazil expands into Canada, the United Kingdom, Switzerland and Norway and imposes a new pay and performance management system, contrasting with existing host norms. The article uses this to examine interrelated questions about the influence of an emerging-economy parent business system and how this interacts with the well-developed institutional regulation of the host countries. Hence we are forced into the interesting realm of multilevel analysis about MNEs, power relations and institutional change. We argue that the transfer of HRM practices within MNEs is best explained by a consideration of institutions, organizational structures, actors’ postures within and beyond the MNE, and their relational interplay. Specifically, it requires an analysis of the macro-political context (home and host institutional influences; subsidiaries’ size, mode of establishment, history, value chain location; and the host economies’ dependence on foreign investment) on which actors’ identities and interests are formed, and on which the ensuing micro-political relations are played out."
208,From the Editors: Can I trust your findings? Ruling out alternative explanations in international business research,Journal of International Business Studies,,47.0,8.0,10.1057/s41267-016-0005-4,Alvaro Cuervo-CazurraUlf AnderssonMary Yoko BrannenBo Bernhard NielsenA. Rebecca Reuber,2016,http://link.springer.com/article/10.1057/s41267-016-0005-4,Article,"['theory-method intersection\xa0', 'qualitative/quantitative comparisons\xa0', 'reliability\xa0', 'case theoretic approaches\xa0', 'controls\xa0', 'international business\xa0']","The complex nature of international business research, with its cross-country and multilevel nature, complicates the empirical identification of relationships among theoretical constructs. The objective of this editorial is to provide guidance to help international business scholars navigate this complexity and ensure that readers can trust their findings. We provide suggestions for how to rule out alternative explanations, explaining key considerations not only in empirical analyses, but also in theory building and in research design. Our discussion covers both qualitative and quantitative studies, because we believe that it is imperative to understand how trustworthiness is established in both traditions, even for international business researchers who self-identify with only one. This enables scholars to have a broader scope of knowledge when interpreting past research in the field and to be more adept at explaining their design choices to a diverse audience."
209,Family involvement and firms’ establishment mode choice in foreign markets,Journal of International Business Studies,,47.0,8.0,10.1057/jibs.2016.23,Andrea BoellisSergio MariottiAlessandro MinichilliLucia Piscitello,2016,http://link.springer.com/article/10.1057/jibs.2016.23,Article,"['internationalization theories and foreign market entry\xa0', 'cross-border investments\xa0', 'corporate governance\xa0', 'family firms\xa0', 'international experience\xa0', 'multiple regression analysis\xa0']","Extant literature on foreign entry increasingly recognizes firms’ heterogeneity as a potential reason for inconsistency in results on the establishment mode choice, that is, whether and under which conditions firms should choose to enter a new country through a greenfield investment or an acquisition. Our study contributes to this debate by identifying family ownership and family involvement in management as potential powerful sources of such heterogeneity. Integrating international business studies with both corporate finance literature on family firms and recent contributions from the Socio Emotional Wealth perspective on family ownership, we claim that, due to greater risk aversion and lower access to information, the family involvement both in the firm ownership and management leads to a higher propensity towards greenfield initiatives (vs acquisitions). However, we also find that such a propensity decreases with international experience especially in family-owned firms given the greater ability of professionalized management to overcome family-related concerns on making acquisitions. Our analysis on 1045 foreign initiatives undertaken by 311 Italian family and non-family firms between 2003 and 2013 confirms our expectations, indicating family ownership as a significant driver of firms’ international strategies."
210,Global standardization or national differentiation of HRM practices in multinational companies? A comparison of multinationals in five countries,Journal of International Business Studies,,47.0,8.0,10.1057/s41267-016-0003-6,Tony EdwardsRocío Sánchez-MangasPatrice JaletteJonathan LavelleDana Minbaeva,2016,http://link.springer.com/article/10.1057/s41267-016-0003-6,Article,"['institutional theory\xa0', 'comparative HRM\xa0', 'multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'survey method\xa0']","Drawing on a dataset constructed from a parallel series of nationally representative surveys of multinational companies (MNCs), we compare the performance management (PM) practices of MNCs in the UK, Ireland, Canada, Spain, Denmark and Norway. In each country we analyze data relating to MNCs from that country and of the foreign affiliates of US MNCs. We argue that there is evidence of standardization in the nature of practices across countries, particularly evident in the analysis of US MNCs. Standardization of practices among MNCs is also evident in the rather limited variation in practices between US and indigenous MNCs within each country. Moreover, even where there is evidence of variation across and within countries, this cannot be fully explained by adaptation to local institutional constraints but rather can be seen as the product of how distinct national contexts can promote the take-up of practices."
211,An institutional perspective on the social outcome of entrepreneurship: Commercial microfinance and inclusive markets,Journal of International Business Studies,,47.0,8.0,10.1057/jibs.2016.18,Joshua K Ault,2016,http://link.springer.com/article/10.1057/jibs.2016.18,Article,"['international entrepreneurship\xa0', 'social entrepreneurship\xa0', 'inclusive markets\xa0', 'microfinance\xa0', 'state fragility\xa0']","This study applies an institutional perspective to a current debate in social entrepreneurship about the relative effectiveness of commercial vs non-profit methods of building inclusive markets for the poor. While some observers argue that for-profit ventures are needed to serve the poor on a large scale, others express concern that commercialization causes mission drift, a phenomenon where ventures migrate to wealthier clients over time. A multilevel analysis of 2679 for-profit and non-profit microfinance lenders in 123 countries over 15 years supported the hypotheses that commercialization contributes to mission drift away from market inclusivity, but that national levels of “state fragility” moderate this effect. In countries with a low level of state fragility, it was less costly to serve the poor, which decreased pressure on commercial actors to shift to wealthier clients to achieve profitability. An important implication of this finding is that institutions influence not only the number of entrepreneurs found in a particular location but also the social impact of entrepreneurial strategies and actions."
